sku_id,store_id,category,brand,price,cost,on_hand,lead_time_days,days_since_first_sale,avg_daily_sales_30d,avg_daily_sales_90d,total_sales_365d,sales_last_7d,promo_flag_14d,promo_depth,price_elasticity_est,seasonality_index,store_footfall,store_income_bracket,region,days_out_of_stock_365d,returns_rate,shelf_life_days,is_new_launch,competitor_price_index,holiday_flag,label_deadstock_90d,snapshot_date
SKU_05788,STORE_040,Beauty,Per Una,1899.72,3472.4,46,7,184,1.36,1.53,4020,7,1,0.08,-2.19,0.8,608,high,West,28,0.09,78,0,0.82,0,1,2024-11-14 07:34:22.700010
SKU_05789,STORE_010,Footwear,M&S Core,2735.26,2523.96,54,28,1537,0.7,5.16,997,0,0,0.02,-0.7,0.8,7639,med,Central,79,0.1,160,0,0.95,1,0,2025-01-17 07:34:22.700010
SKU_05790,STORE_019,Apparel,Per Una,1337.05,1716.13,51,17,1630,1.83,0.47,3116,99,0,0.39,-1.71,1.27,6150,low,North,1,0.05,281,0,0.84,0,0,2024-10-10 07:34:22.700010
SKU_05791,STORE_003,Home,Goodmove,998.01,3217.61,59,15,361,0.17,2.48,3916,91,0,0.15,-2.16,0.55,9173,low,South,44,0.28,95,0,0.87,0,0,2025-04-13 07:34:22.700010
SKU_05792,STORE_024,Apparel,M&S Core,2218.23,2602.67,53,29,773,6.63,1.46,2945,67,0,0.29,-2.18,1.23,9275,med,South,78,0.0,138,0,1.14,0,0,2025-04-24 07:34:22.700010
SKU_05793,STORE_005,Accessories,M&S Core,1018.24,3501.91,50,9,1251,3.21,3.29,3569,196,0,0.11,-0.52,0.93,9163,low,Central,64,0.09,186,0,0.86,0,0,2024-09-24 07:34:22.700010
SKU_05794,STORE_003,Home,Autograph,3227.3,3886.68,46,26,862,2.85,7.0,3670,52,0,0.4,-1.95,0.56,5787,low,North,60,0.23,267,1,1.13,0,0,2024-11-01 07:34:22.700010
SKU_05795,STORE_027,Apparel,Goodmove,4784.39,2639.83,44,5,1935,1.7,0.38,3705,102,1,0.16,-1.31,0.91,7434,med,Central,46,0.02,329,0,1.14,1,0,2024-12-22 07:34:22.700010
SKU_05796,STORE_016,Apparel,Goodmove,4070.41,3885.82,42,3,239,0.82,2.24,4867,189,0,0.42,-2.44,0.55,1312,med,Central,83,0.12,117,0,0.96,1,1,2025-01-09 07:34:22.700010
SKU_05797,STORE_049,Apparel,Goodmove,1232.03,1934.5,53,25,1323,2.12,3.67,683,125,0,0.09,-1.3,1.14,6663,med,North,5,0.09,229,1,0.85,0,0,2025-02-28 07:34:22.700010
SKU_05798,STORE_015,Home,Blue Harbour,4764.45,3375.94,59,2,1562,5.06,0.07,148,88,0,0.01,-2.47,1.06,3990,med,North,83,0.16,306,0,0.81,0,1,2025-06-15 07:34:22.700010
SKU_05799,STORE_035,Apparel,Autograph,3804.41,3635.13,47,2,411,5.15,0.1,3039,80,0,0.41,-0.66,0.79,8409,high,East,12,0.02,49,0,1.12,0,0,2024-10-28 07:34:22.700010
SKU_05800,STORE_012,Apparel,Autograph,942.87,276.17,43,20,1114,1.59,0.35,3566,43,1,0.04,-1.45,1.22,8511,low,Central,19,0.21,346,1,0.95,0,0,2025-09-04 07:34:22.700010
SKU_05801,STORE_041,Accessories,M&S Core,2980.27,3473.86,54,12,1876,4.98,5.52,4554,101,1,0.27,-1.76,0.87,5737,med,East,69,0.16,220,1,1.18,0,0,2025-04-02 07:34:22.700010
SKU_05802,STORE_044,Apparel,Autograph,4838.1,1693.89,47,12,690,2.15,1.57,3571,181,0,0.37,-2.51,0.7,2899,high,Central,58,0.09,146,1,0.91,0,0,2025-05-08 07:34:22.700010
SKU_05803,STORE_026,Apparel,M&S Core,663.44,1653.09,44,16,138,1.33,5.03,4853,153,0,0.45,-1.49,0.62,1225,med,Central,51,0.09,239,0,1.01,0,0,2024-10-24 07:34:22.700010
SKU_05804,STORE_047,Beauty,M&S Core,1499.82,3148.28,45,28,1314,7.16,0.06,4516,191,0,0.27,-1.92,0.93,5004,high,East,40,0.18,166,1,1.13,0,0,2024-10-27 07:34:22.700010
SKU_05805,STORE_034,Home,Blue Harbour,1994.64,1060.7,54,29,1398,1.22,1.71,607,191,0,0.36,-1.27,0.7,5545,med,Central,39,0.24,153,0,0.84,0,0,2025-04-17 07:34:22.700010
SKU_05806,STORE_023,Beauty,Autograph,753.85,222.97,43,4,1080,5.63,1.58,711,168,0,0.08,-1.16,1.32,965,high,West,33,0.2,291,0,0.85,0,0,2024-11-22 07:34:22.700010
SKU_05807,STORE_031,Accessories,Autograph,1635.38,1157.51,52,28,573,0.51,0.39,4475,6,0,0.06,-1.81,1.0,3734,low,West,80,0.25,194,0,1.09,0,1,2025-02-04 07:34:22.700010
SKU_05808,STORE_050,Beauty,Blue Harbour,3522.16,2628.92,47,21,408,0.89,1.26,443,166,0,0.36,-1.06,0.55,9805,med,West,5,0.22,118,0,1.04,0,0,2025-01-22 07:34:22.700010
SKU_05809,STORE_020,Footwear,Blue Harbour,2489.75,3818.37,42,23,1964,2.55,2.77,958,120,1,0.18,-1.19,1.02,2015,med,South,38,0.1,120,1,0.82,0,0,2025-03-10 07:34:22.700010
SKU_05810,STORE_012,Home,Autograph,2220.16,1643.32,57,19,725,1.0,0.53,989,5,0,0.07,-1.11,1.28,3271,low,South,26,0.01,151,0,1.02,0,1,2025-07-25 07:34:22.700010
SKU_05811,STORE_023,Apparel,Autograph,2272.31,3210.41,49,29,1650,0.68,1.92,1067,98,1,0.34,-1.58,0.93,6626,low,West,41,0.17,188,0,1.15,1,0,2025-02-25 07:34:22.700010
SKU_05812,STORE_004,Beauty,M&S Core,3845.33,882.09,58,24,799,0.7,0.17,1699,30,0,0.5,-0.98,1.2,1362,low,Central,54,0.02,234,0,0.83,0,0,2025-06-22 07:34:22.700010
SKU_05813,STORE_023,Beauty,Per Una,4957.15,3422.46,54,27,1337,0.32,2.03,2964,24,0,0.03,-1.15,0.5,8133,med,Central,67,0.19,64,0,1.13,0,0,2025-04-02 07:34:22.700010
SKU_05814,STORE_048,Apparel,M&S Core,3024.5,3085.19,56,22,864,0.13,0.68,3150,145,0,0.17,-1.72,1.04,5568,low,North,28,0.27,162,0,0.86,0,0,2025-08-17 07:34:22.700010
SKU_05815,STORE_048,Apparel,Goodmove,3806.44,1847.76,56,7,1737,4.59,2.75,3526,26,1,0.11,-0.8,1.19,3254,low,Central,32,0.03,96,0,1.04,0,1,2024-10-31 07:34:22.700010
SKU_05816,STORE_001,Accessories,Goodmove,1987.29,3589.98,57,24,1206,1.89,0.84,174,64,0,0.06,-1.19,0.94,6843,med,East,52,0.19,216,0,0.87,1,1,2024-10-22 07:34:22.700010
SKU_05817,STORE_025,Beauty,Per Una,4330.07,247.69,59,5,1867,1.39,5.28,4883,157,1,0.45,-1.7,1.12,9357,low,West,53,0.21,214,0,1.02,0,0,2024-09-19 07:34:22.700010
SKU_05818,STORE_002,Beauty,Blue Harbour,2216.56,3165.01,60,15,700,2.41,1.4,2167,132,0,0.19,-1.46,0.78,6705,high,West,36,0.12,143,0,0.81,0,0,2025-01-10 07:34:22.700010
SKU_05819,STORE_030,Footwear,Goodmove,4687.59,237.29,47,9,313,4.44,0.98,3376,25,1,0.38,-1.34,1.38,1353,med,South,8,0.19,66,0,0.92,0,0,2025-06-15 07:34:22.700010
SKU_05820,STORE_003,Footwear,Blue Harbour,3767.82,3473.48,48,28,310,0.8,2.41,3594,171,0,0.24,-1.05,1.31,3043,low,Central,82,0.18,122,0,1.13,0,0,2024-11-30 07:34:22.700010
SKU_05821,STORE_021,Beauty,Blue Harbour,3594.73,789.44,51,9,72,1.39,0.15,1288,153,0,0.15,-1.21,1.22,9047,med,Central,55,0.07,320,0,1.2,0,0,2024-11-09 07:34:22.700010
SKU_05822,STORE_025,Footwear,M&S Core,1591.65,249.3,39,13,629,0.1,2.92,378,17,0,0.02,-1.6,1.13,3588,low,Central,45,0.06,50,0,1.12,0,0,2025-09-08 07:34:22.700010
SKU_05823,STORE_020,Beauty,Blue Harbour,4020.46,1304.27,44,19,974,3.03,10.44,4898,178,1,0.22,-1.81,0.81,6235,low,South,19,0.12,213,0,0.98,0,0,2025-05-09 07:34:22.700010
SKU_05824,STORE_049,Home,Per Una,704.35,797.08,48,13,300,0.15,1.28,1800,99,1,0.08,-2.07,0.72,4487,high,North,62,0.26,45,0,1.05,0,1,2025-04-27 07:34:22.700010
SKU_05825,STORE_022,Accessories,M&S Core,2781.52,2642.12,52,18,380,1.09,0.19,4690,73,0,0.48,-0.97,0.85,9870,med,North,64,0.14,123,0,1.0,0,1,2024-12-30 07:34:22.700010
SKU_05826,STORE_021,Footwear,Per Una,3728.81,1942.21,50,14,1794,2.53,3.41,1904,121,0,0.09,-2.02,1.09,3815,med,South,70,0.23,147,0,0.89,0,1,2025-04-26 07:34:22.700010
SKU_05827,STORE_033,Beauty,Blue Harbour,4440.24,606.0,55,9,1893,1.16,0.76,564,88,0,0.37,-1.55,0.92,925,med,Central,24,0.12,46,0,0.94,0,1,2024-11-23 07:34:22.700010
SKU_05828,STORE_038,Footwear,Goodmove,2933.34,3672.94,52,9,522,1.27,0.89,3322,61,0,0.01,-1.66,1.24,722,high,North,27,0.26,337,0,1.12,1,0,2024-10-09 07:34:22.700010
SKU_05829,STORE_015,Accessories,Blue Harbour,1438.95,1534.4,50,22,410,4.06,1.71,800,80,1,0.28,-1.81,1.13,3135,high,South,79,0.05,96,0,1.04,0,0,2025-09-06 07:34:22.700010
SKU_05830,STORE_046,Home,Per Una,4273.53,1203.08,36,9,646,0.98,8.1,1424,169,0,0.03,-2.03,1.41,5504,med,North,56,0.16,111,0,0.93,0,0,2025-05-14 07:34:22.700010
SKU_05831,STORE_015,Apparel,Autograph,3885.31,2822.41,63,21,927,7.75,1.14,162,26,1,0.04,-0.97,1.33,8609,med,North,30,0.11,140,0,1.15,0,0,2024-12-10 07:34:22.700010
SKU_05832,STORE_046,Apparel,Autograph,936.11,1634.65,47,3,11,2.5,1.27,2741,166,0,0.25,-1.76,1.03,3807,high,South,15,0.26,309,0,1.18,0,1,2024-09-15 07:34:22.700010
SKU_05833,STORE_025,Footwear,Goodmove,4386.46,667.47,55,14,1088,3.03,0.24,1721,160,0,0.22,-1.45,0.66,4213,high,South,69,0.29,360,0,0.94,0,1,2024-10-16 07:34:22.700010
SKU_05834,STORE_021,Beauty,Per Una,4806.41,2371.27,45,21,1226,0.36,1.61,2048,150,1,0.04,-1.76,1.3,3985,low,Central,18,0.28,68,0,0.93,0,0,2025-03-09 07:34:22.700010
SKU_05835,STORE_024,Accessories,Goodmove,2780.12,218.41,59,5,1902,2.0,2.56,3438,148,1,0.24,-1.83,1.05,1571,med,West,24,0.25,186,0,0.9,0,0,2025-05-19 07:34:22.700010
SKU_05836,STORE_005,Home,M&S Core,383.15,2545.99,48,7,1958,0.52,1.84,2673,51,0,0.29,-2.1,1.23,4821,low,South,10,0.12,168,0,1.17,0,0,2024-10-03 07:34:22.700010
SKU_05837,STORE_006,Home,Blue Harbour,4593.95,3483.46,36,7,1625,0.48,0.44,3623,162,1,0.06,-1.38,0.94,9136,med,North,62,0.08,347,0,0.92,0,0,2025-01-15 07:34:22.700010
SKU_05838,STORE_049,Home,M&S Core,788.28,1121.87,58,7,1208,4.84,1.83,799,67,0,0.43,-2.1,1.18,3994,low,South,19,0.02,53,0,1.12,0,0,2024-11-10 07:34:22.700010
SKU_05839,STORE_043,Apparel,Autograph,3237.98,3424.05,43,5,353,0.5,0.2,3424,18,0,0.03,-1.6,0.63,8407,high,West,24,0.29,69,0,0.81,0,0,2024-10-09 07:34:22.700010
SKU_05840,STORE_048,Accessories,Blue Harbour,2123.35,1055.65,62,27,246,2.23,0.09,881,49,0,0.22,-1.7,1.29,4440,med,Central,18,0.2,128,0,1.08,0,1,2025-03-25 07:34:22.700010
SKU_05841,STORE_044,Apparel,M&S Core,4960.76,889.6,42,3,1986,0.35,0.35,3951,143,0,0.02,-2.18,0.67,2107,high,Central,32,0.18,295,0,0.88,0,1,2025-02-23 07:34:22.700010
SKU_05842,STORE_047,Footwear,Autograph,4601.39,2890.0,48,27,828,11.17,2.99,1600,151,1,0.11,-1.52,1.45,1292,med,Central,11,0.26,55,0,1.11,1,0,2024-12-26 07:34:22.700010
SKU_05843,STORE_023,Home,M&S Core,3964.62,355.49,41,6,1579,0.13,5.33,3343,85,0,0.22,-1.82,1.37,7633,high,West,51,0.1,357,0,0.9,1,0,2025-08-27 07:34:22.700010
SKU_05844,STORE_004,Accessories,Blue Harbour,1155.53,258.48,44,12,1461,0.63,0.33,642,84,1,0.06,-1.68,0.67,4930,med,South,77,0.03,235,0,0.93,0,0,2025-05-02 07:34:22.700010
SKU_05845,STORE_027,Home,M&S Core,3555.13,1878.34,62,4,1400,3.41,2.4,507,81,0,0.02,-1.69,1.2,6059,low,West,89,0.22,361,0,0.94,0,1,2025-02-18 07:34:22.700010
SKU_05846,STORE_018,Apparel,Blue Harbour,2945.3,232.96,47,4,1104,2.52,2.71,4563,129,0,0.48,-1.2,0.54,6149,med,South,79,0.16,106,0,1.1,0,1,2025-06-14 07:34:22.700010
SKU_05847,STORE_021,Apparel,M&S Core,848.66,2037.05,52,21,764,4.17,2.85,607,154,0,0.46,-1.78,0.66,5180,low,South,40,0.04,99,0,1.07,1,0,2025-06-07 07:34:22.700010
SKU_05848,STORE_028,Apparel,Goodmove,4013.47,2632.77,49,2,1660,2.01,1.54,1753,138,1,0.03,-0.96,1.49,4370,med,South,12,0.06,117,0,1.06,0,0,2025-05-11 07:34:22.700010
SKU_05849,STORE_035,Home,M&S Core,613.99,990.02,46,16,923,1.99,3.38,2118,143,0,0.42,-1.18,0.77,2269,high,Central,79,0.19,30,0,0.95,0,0,2024-10-28 07:34:22.700010
SKU_05850,STORE_022,Accessories,M&S Core,2510.73,3605.61,47,15,724,1.52,2.3,3308,152,1,0.06,-1.87,1.0,6337,med,East,78,0.16,269,0,1.13,0,0,2025-08-01 07:34:22.700010
SKU_05851,STORE_040,Accessories,Goodmove,2246.5,881.09,56,7,160,1.22,1.88,2745,18,0,0.43,-0.32,1.4,7807,low,South,68,0.01,225,0,1.13,0,0,2024-09-23 07:34:22.700010
SKU_05852,STORE_023,Footwear,Autograph,4068.75,1026.24,46,23,565,1.01,1.29,1579,1,0,0.2,-0.93,0.56,5164,low,Central,51,0.04,273,0,1.08,0,1,2024-10-07 07:34:22.700010
SKU_05853,STORE_003,Home,Blue Harbour,2251.32,3660.94,56,12,598,2.42,0.15,476,107,1,0.28,-2.75,1.22,3759,high,Central,65,0.16,92,0,1.14,0,0,2025-03-22 07:34:22.700010
SKU_05854,STORE_040,Footwear,Per Una,3531.69,2781.41,55,25,599,0.7,1.59,676,57,0,0.28,-1.48,1.04,2867,low,North,13,0.23,185,0,0.9,0,1,2025-08-01 07:34:22.700010
SKU_05855,STORE_050,Footwear,Autograph,2494.65,2161.68,44,27,155,0.99,1.66,1258,174,0,0.18,-1.47,1.37,1601,low,West,22,0.2,232,0,0.91,0,0,2025-06-01 07:34:22.700010
SKU_05856,STORE_010,Footwear,Blue Harbour,2992.7,1387.6,69,11,1547,1.32,0.63,1232,62,0,0.21,-1.31,1.0,9173,low,North,80,0.15,355,0,0.94,0,0,2025-06-02 07:34:22.700010
SKU_05857,STORE_025,Footwear,M&S Core,1356.0,3099.41,49,24,1846,0.49,6.0,4742,199,0,0.08,-1.65,1.44,4103,med,West,26,0.11,158,1,0.83,0,0,2025-04-01 07:34:22.700010
SKU_05858,STORE_049,Apparel,Autograph,1170.78,2394.52,59,7,121,1.85,2.88,2814,125,0,0.35,-1.03,0.59,2186,high,West,58,0.14,86,0,1.01,0,0,2024-10-06 07:34:22.700010
SKU_05859,STORE_008,Footwear,M&S Core,3606.58,1433.52,39,7,1419,2.21,0.38,3554,42,0,0.33,-1.36,0.53,2492,med,West,68,0.13,254,0,0.96,0,0,2025-06-03 07:34:22.700010
SKU_05860,STORE_011,Accessories,Autograph,786.19,3321.29,54,7,717,0.03,6.19,2873,170,1,0.2,-2.74,1.36,8661,high,North,22,0.07,330,0,1.01,0,0,2025-09-05 07:34:22.700010
SKU_05861,STORE_005,Footwear,Autograph,1043.72,3198.88,41,16,986,0.42,5.57,4272,192,0,0.5,-0.86,1.49,3814,med,South,56,0.22,57,0,1.04,1,0,2025-06-16 07:34:22.700010
SKU_05862,STORE_045,Apparel,Per Una,4715.54,3769.35,50,23,471,1.12,0.8,103,64,1,0.04,-2.12,0.94,1832,med,West,82,0.26,278,0,1.19,0,0,2025-07-08 07:34:22.700010
SKU_05863,STORE_037,Beauty,Goodmove,1414.98,3980.02,70,4,1695,2.0,3.57,4538,113,0,0.46,-1.6,1.27,6409,med,North,29,0.17,58,0,1.2,1,0,2025-02-01 07:34:22.700010
SKU_05864,STORE_045,Beauty,Autograph,1750.82,144.97,61,25,1113,1.86,0.17,4779,146,0,0.06,-1.97,0.79,9507,high,South,1,0.07,280,0,1.13,1,0,2025-06-24 07:34:22.700010
SKU_05865,STORE_038,Beauty,M&S Core,3238.33,1348.47,59,27,712,0.18,1.53,1266,101,0,0.18,-1.87,0.67,3739,high,Central,37,0.23,248,0,0.85,1,0,2025-02-06 07:34:22.700010
SKU_05866,STORE_029,Home,Per Una,2312.7,851.32,51,3,338,0.45,0.68,3005,182,0,0.24,-0.62,1.04,6103,low,South,69,0.27,265,0,1.09,0,0,2025-03-01 07:34:22.700010
SKU_05867,STORE_005,Accessories,Autograph,2882.2,933.06,44,23,1112,1.07,0.17,4875,192,1,0.24,-0.51,1.08,9616,med,East,25,0.11,192,0,1.09,1,0,2025-06-08 07:34:22.700010
SKU_05868,STORE_009,Apparel,Goodmove,893.04,3472.78,38,26,362,4.35,1.0,2356,174,1,0.39,-1.53,0.5,4955,med,East,54,0.02,265,0,1.04,0,0,2024-09-13 07:34:22.700010
SKU_05869,STORE_048,Beauty,M&S Core,3426.56,3902.23,49,29,1804,3.12,2.78,4909,41,0,0.35,-2.04,1.25,9057,med,West,51,0.15,59,1,1.02,0,0,2025-09-08 07:34:22.700010
SKU_05870,STORE_002,Apparel,Per Una,950.6,3766.27,53,16,1933,1.12,7.67,1896,126,0,0.11,-2.48,0.8,1162,low,South,4,0.09,189,0,0.85,0,0,2025-07-30 07:34:22.700010
SKU_05871,STORE_001,Apparel,Blue Harbour,3788.08,2816.24,54,7,1964,4.83,0.27,2544,81,0,0.15,-1.18,0.58,4712,med,East,59,0.08,269,0,0.86,0,0,2025-08-07 07:34:22.700010
SKU_05872,STORE_040,Home,Goodmove,2712.36,2264.33,59,22,1514,2.9,4.63,218,107,0,0.5,-1.98,1.08,3641,med,South,73,0.21,0,0,0.96,0,0,2024-10-24 07:34:22.700010
SKU_05873,STORE_030,Beauty,Blue Harbour,4116.73,2588.21,60,26,1203,1.62,1.05,1912,113,0,0.08,-1.81,0.8,1782,low,West,41,0.21,175,0,0.85,0,0,2025-09-02 07:34:22.700010
SKU_05874,STORE_011,Footwear,Blue Harbour,1027.88,3437.15,41,22,1811,0.22,1.83,4950,91,0,0.05,-0.69,0.94,8445,high,North,63,0.16,68,0,1.19,1,0,2025-02-13 07:34:22.700010
SKU_05875,STORE_028,Apparel,Per Una,2011.19,127.44,62,20,581,1.21,0.4,3302,158,0,0.48,-0.75,1.33,6046,low,North,81,0.21,218,0,0.85,0,0,2025-06-03 07:34:22.700010
SKU_05876,STORE_044,Beauty,Per Una,4263.79,1770.2,64,13,1915,2.98,0.28,3466,198,1,0.41,-1.72,0.9,8655,high,South,81,0.13,257,0,1.02,1,0,2025-08-27 07:34:22.700010
SKU_05877,STORE_012,Apparel,Per Una,4032.82,2075.63,42,11,148,0.21,2.85,859,146,1,0.39,-1.32,0.51,1324,med,West,24,0.08,285,1,0.83,1,0,2025-01-10 07:34:22.700010
SKU_05878,STORE_039,Home,Blue Harbour,4834.62,3701.5,48,22,813,0.25,3.95,1600,111,1,0.5,-2.33,1.32,8942,med,South,3,0.2,101,1,1.19,0,1,2025-04-24 07:34:22.700010
SKU_05879,STORE_026,Home,M&S Core,1264.41,771.1,37,7,120,3.97,1.63,2816,64,1,0.15,-2.03,1.19,6384,low,East,11,0.07,248,0,0.97,1,0,2025-01-22 07:34:22.700010
SKU_05880,STORE_013,Footwear,Per Una,2786.33,3002.99,63,15,27,0.76,1.17,3643,150,0,0.29,-1.76,1.36,3335,med,Central,60,0.03,216,0,1.02,0,0,2025-09-04 07:34:22.700010
SKU_05881,STORE_008,Home,Goodmove,284.85,3703.65,54,26,27,3.05,1.29,483,6,0,0.47,-1.45,0.72,5286,med,South,50,0.04,288,0,1.14,0,1,2025-01-04 07:34:22.700010
SKU_05882,STORE_028,Beauty,Per Una,4832.13,3079.66,47,27,165,0.51,0.37,1930,32,0,0.42,-1.68,0.85,3387,low,West,48,0.23,196,0,1.13,0,1,2025-01-06 07:34:22.700010
SKU_05883,STORE_030,Home,Per Una,1039.61,140.13,46,28,274,1.66,3.75,4643,153,1,0.22,-1.39,0.75,9371,high,West,60,0.14,263,1,0.8,0,0,2025-04-02 07:34:22.700010
SKU_05884,STORE_009,Footwear,Per Una,4541.6,2671.84,38,17,424,3.25,4.66,139,25,1,0.27,-1.44,1.18,1773,med,Central,47,0.26,187,1,1.02,0,0,2024-10-03 07:34:22.700010
SKU_05885,STORE_039,Accessories,Blue Harbour,3455.0,917.17,49,14,1019,0.2,0.98,2599,55,0,0.07,-1.19,1.18,1405,med,North,9,0.21,228,1,0.82,0,0,2025-07-23 07:34:22.700010
SKU_05886,STORE_031,Apparel,M&S Core,4695.87,2459.99,50,8,251,1.64,0.28,4000,116,0,0.34,-1.18,1.03,943,low,North,26,0.04,84,0,0.91,1,0,2024-11-21 07:34:22.700010
SKU_05887,STORE_021,Apparel,Per Una,1390.5,2327.53,42,29,858,1.25,1.64,744,165,0,0.42,-2.13,1.38,3888,med,Central,66,0.15,102,1,0.94,0,0,2025-09-07 07:34:22.700010
SKU_05888,STORE_047,Beauty,Blue Harbour,1855.79,3832.48,49,21,606,1.18,2.71,2331,142,1,0.25,-2.48,0.64,2434,high,West,79,0.04,281,0,1.2,0,0,2024-10-30 07:34:22.700010
SKU_05889,STORE_034,Footwear,Goodmove,988.13,842.12,42,26,1339,0.99,1.69,3512,15,1,0.47,-0.98,1.24,7823,low,North,23,0.11,149,0,1.03,0,0,2025-02-12 07:34:22.700010
SKU_05890,STORE_031,Footwear,M&S Core,2226.68,296.98,58,29,1114,1.95,2.13,255,195,1,0.4,-1.15,1.03,9876,high,South,79,0.27,357,0,1.09,0,1,2025-09-03 07:34:22.700010
SKU_05891,STORE_025,Footwear,Blue Harbour,4747.0,2483.98,57,23,203,2.19,1.64,4904,193,0,0.31,-0.85,0.98,3577,high,West,68,0.26,166,0,0.85,0,0,2024-09-19 07:34:22.700010
SKU_05892,STORE_012,Apparel,Autograph,2940.58,1441.35,43,3,1788,2.11,3.55,4442,48,0,0.37,-1.21,1.14,4630,med,Central,19,0.14,146,0,1.13,0,0,2025-06-06 07:34:22.700010
SKU_05893,STORE_001,Home,Goodmove,2196.41,3025.84,45,14,890,0.25,3.01,1673,182,0,0.46,-1.48,1.36,1848,high,Central,10,0.18,272,1,1.11,0,1,2025-02-23 07:34:22.700010
SKU_05894,STORE_022,Apparel,Goodmove,1758.36,3973.54,50,22,20,0.81,3.97,610,146,0,0.33,-2.6,1.16,1714,high,Central,48,0.17,59,0,0.9,1,0,2024-10-19 07:34:22.700010
SKU_05895,STORE_040,Apparel,Autograph,3005.86,1665.32,50,2,32,1.26,0.09,1351,148,1,0.03,-1.37,0.63,8326,low,East,17,0.08,238,1,1.17,0,0,2024-11-02 07:34:22.700010
SKU_05896,STORE_037,Apparel,Blue Harbour,3670.44,692.21,49,3,861,6.44,0.68,4461,31,0,0.27,-1.9,0.71,5621,high,West,53,0.04,42,0,1.06,0,0,2025-04-17 07:34:22.700010
SKU_05897,STORE_047,Home,Blue Harbour,2151.58,2261.04,53,11,1401,2.27,0.32,733,121,0,0.5,-0.4,1.17,6398,low,North,66,0.17,142,0,1.06,0,0,2025-09-08 07:34:22.700010
SKU_05898,STORE_001,Accessories,Goodmove,1307.31,1450.09,56,15,1773,1.32,2.43,3362,62,0,0.35,-1.59,0.61,3366,med,Central,63,0.13,288,0,0.93,0,0,2024-12-18 07:34:22.700010
SKU_05899,STORE_001,Beauty,Blue Harbour,3007.02,3199.25,47,5,1244,2.05,0.25,1414,183,0,0.08,-1.27,1.07,6925,med,East,83,0.09,255,0,1.19,0,1,2024-12-13 07:34:22.700010
SKU_05900,STORE_042,Accessories,Autograph,1953.7,2183.93,50,10,853,2.76,1.13,1205,133,0,0.33,-1.87,1.23,5713,med,West,76,0.15,283,0,1.13,0,0,2025-08-02 07:34:22.700010
SKU_05901,STORE_042,Accessories,Blue Harbour,4971.76,3641.92,47,21,525,1.65,4.6,4001,186,0,0.25,-0.46,0.76,7001,high,Central,19,0.15,85,0,0.85,0,0,2025-09-08 07:34:22.700010
SKU_05902,STORE_021,Apparel,Goodmove,2316.01,3368.87,55,25,131,4.52,0.81,3294,105,0,0.12,-1.85,0.76,2763,med,East,19,0.06,324,0,1.18,0,0,2024-12-23 07:34:22.700010
SKU_05903,STORE_015,Accessories,Blue Harbour,2284.55,3665.06,55,8,991,0.98,0.24,3409,103,1,0.2,-1.12,1.03,1996,med,Central,29,0.28,67,0,1.15,0,0,2025-02-02 07:34:22.700010
SKU_05904,STORE_017,Apparel,M&S Core,4228.44,1266.31,54,12,1177,2.84,1.06,4777,147,1,0.03,-2.13,0.85,1597,med,East,35,0.24,114,0,0.88,0,1,2025-03-28 07:34:22.700010
SKU_05905,STORE_022,Apparel,Autograph,1403.89,3620.78,64,11,1158,0.11,2.11,2035,110,1,0.2,-2.4,0.82,529,med,East,65,0.24,48,1,1.19,0,0,2024-09-16 07:34:22.700010
SKU_05906,STORE_038,Beauty,Autograph,515.74,3479.08,53,25,1301,0.55,2.45,3464,130,1,0.47,-1.76,0.63,6433,high,West,17,0.19,240,0,0.91,0,0,2024-12-25 07:34:22.700010
SKU_05907,STORE_035,Footwear,Per Una,4297.33,2545.34,45,16,108,1.36,5.71,2580,76,1,0.18,-1.38,0.63,9239,high,West,65,0.04,228,0,1.18,0,0,2025-01-05 07:34:22.700010
SKU_05908,STORE_045,Apparel,Blue Harbour,3026.39,3650.71,49,24,437,7.3,1.57,386,0,0,0.27,-1.53,1.35,7254,med,East,16,0.21,119,0,0.92,1,0,2025-02-16 07:34:22.700010
SKU_05909,STORE_016,Accessories,Autograph,1447.75,311.52,49,6,1844,2.64,13.19,4580,8,0,0.03,-2.03,1.4,8798,med,West,83,0.06,43,1,0.83,0,0,2025-01-29 07:34:22.700010
SKU_05910,STORE_008,Beauty,Blue Harbour,1844.24,3163.96,49,9,1841,0.04,1.83,3766,35,1,0.09,-1.15,1.36,5872,med,North,53,0.11,121,0,0.81,0,1,2024-11-24 07:34:22.700010
SKU_05911,STORE_047,Accessories,M&S Core,2242.12,667.49,54,11,860,2.67,1.9,1533,41,0,0.27,-1.62,0.91,2698,low,West,48,0.07,195,0,1.1,1,0,2025-03-08 07:34:22.700010
SKU_05912,STORE_017,Footwear,Goodmove,3464.88,1429.54,39,18,1463,0.44,8.55,3213,106,1,0.11,-1.48,1.3,9536,med,East,63,0.09,242,0,0.82,0,0,2024-10-31 07:34:22.700010
SKU_05913,STORE_017,Home,Goodmove,2446.27,2945.38,43,22,1131,3.02,0.28,4810,190,0,0.34,-2.25,1.02,3019,high,East,14,0.05,73,0,0.93,0,0,2024-10-02 07:34:22.700010
